date,roberta_z,finbert_z,world_ensemble_z,ensemble
2014-12-18,1.0080593949726324,-0.5771383441153501,-0.10157902238895533,0.0898063987908535
2014-12-19,-0.44930336824561473,0.562220996960866,0.2587636873989218,0.20968578407367344
2014-12-21,-0.7183933636670621,-0.5251897251151446,-0.5831508166807198,-0.0704036709597613
2014-12-22,2.8729750102762477,-0.8222366211219885,0.28632686829748233,0.2188555468933615
2014-12-24,1.8059584795545953,2.0350791669558705,1.9663429607354879,0.7777659700992896
2014-12-25,0.3615194956181456,2.101344746822232,1.579397171461006,0.649036230060128
2014-12-26,0.9294591685700344,2.1059633874845556,1.753012121810199,0.7067947276193556
2014-12-27,0.07521561937412227,1.9595625870302218,1.3942584967333918,0.5874440015632965
2014-12-28,1.6864682952857601,1.2303119588688707,1.3671588597939375,0.578428451284503
2014-12-29,1.0079259712754458,1.0781447169539533,1.057079093250401,0.47527062182886737
2014-12-30,1.1156741626991238,-0.18903398301344326,0.20237846070032686,0.19092745725851712
2014-12-31,0.5082222206985342,1.4081942640202574,1.1382026510237404,0.5022589359355909
2015-01-02,-1.481804480544059,-0.2442273105421495,-0.6155004615427224,-0.08116580221657888
2015-01-04,1.1682082907479177,1.9321864910356434,1.7029930309493257,0.6901542969905887
2015-01-05,-2.7549999207100697,-0.5035464356133252,-1.1789824811423486,-0.26862589587933017
2015-01-06,-2.278947650012621,-1.8997903528485436,-2.0135375419977666,-0.5462669996466518
2015-01-07,-0.7226423095691569,0.36132470645428405,0.03613460164725177,0.13562118606446916
2015-01-08,0.24498428919399134,1.1050508861172037,0.84703090704024,0.40539145747039207
2015-01-09,0.4813627491593231,0.6599742188529353,0.6063907779448516,0.32533491694175076
2015-01-11,0.3613970710747288,1.9452106244801959,1.4700665584585557,0.6126639479983014
2015-01-12,0.11323049183398438,0.6289297538451462,0.4742199752417976,0.28136412427688406
2015-01-13,-0.7146077848276509,0.4603527707016788,0.10786460404287987,0.15948443724161954
2015-01-14,1.5067292557532048,1.3382747902967842,1.3888111299337103,0.5856317629204215
2015-01-15,-0.023654506271137497,1.0906497045981602,0.7563584413373708,0.37522639750029807
2015-01-16,-0.8789704340475012,0.6140550267057497,0.16614738847977445,0.1788740465804044
2015-01-17,-1.7223751025202496,-0.06054864660191099,-0.5590965833774125,-0.062401270401838294
2015-01-18,0.8519873459186709,2.249250035175481,1.830071228398438,0.7324308736473393
2015-01-19,0.2565215642987344,-0.35821618641576425,-0.17379486120141469,0.06578151878254945
2015-01-20,0.35315193105125825,-0.3543348007150505,-0.1420887811851579,0.07632954786384882
2015-01-21,0.8664547705896025,-0.8745165527211827,-0.35222515572794705,0.006421044870742243
2015-01-22,-0.41641731110118524,1.693778950938148,1.060720072326348,0.47648190853342975
2015-01-23,1.2581767745984134,-0.7839865196797189,-0.17133753139627916,0.06659902716686017
2015-01-25,1.4969926086248897,0.9220842425557768,1.0945567523765107,0.48773874901956815
2015-01-26,1.1726923537811806,0.6758738311687575,0.8249193879524844,0.3980353621647039
2015-01-27,0.2472395189876539,-0.032879417951695834,0.051156263130109084,0.1406186162762575
2015-01-28,0.7025402258488154,-1.5342539914394626,-0.8632157262529793,-0.16357611010408324
2015-01-29,0.7298663546194855,-0.0167943068829397,0.20720389156778785,0.19253278926719442
2015-01-30,0.881583805325923,1.7382865775513157,1.4812757458836978,0.6163930382824838
2015-01-31,-0.07265746377687539,1.9538146778953807,1.3458730353937038,0.5713470493995023
2015-02-02,0.3087636189065233,1.3067189027236585,1.0073323175785178,0.4587207854498869
2015-02-03,0.17921450412844722,-0.4696585923699276,-0.2749966634204151,0.032113542408977125
2015-02-04,0.6239568342359226,-0.25251710665658034,0.010425075611170564,0.1270681000899192
2015-02-05,0.4844187010226847,-0.054228752476065345,0.10736548357355967,0.15931838905077544
2015-02-06,-0.8669853749972104,1.3594413537698442,0.6915133351397278,0.3536536245305082
2015-02-07,0.23782372453272724,2.0276564031798987,1.4907065995857471,0.6195305096778658
2015-02-09,1.7217851253220522,-3.299823382872346,-1.7933408304140264,-0.47301160774071793
2015-02-10,0.8811243212192175,-1.1607431492039155,-0.5481829080769756,-0.05877049156087644
2015-02-11,1.9966087550926492,-0.3728872900558497,0.3379615234887,0.23603344603070608
2015-02-12,0.6318098185025921,-1.0850670331160306,-0.5700039776304437,-0.0660299596539684
2015-02-13,0.7197069522803908,-0.18220024806577884,0.08837191203807207,0.1529995774912467
2015-02-14,3.888703845355544,1.7144680061738942,2.366738757928389,0.9109702801450383
2015-02-15,2.8267995439612323,1.8131307389132811,2.1172313804276666,0.8279637693267048
2015-02-16,-0.39985590838147983,2.209557403628337,1.4267334100253921,0.5982478073204593
2015-02-17,0.8811242551865619,-1.1607431492039155,-0.5481829278867723,-0.05877049815123103
2015-02-18,0.5757794472550208,-0.6649794980041814,-0.29275181442642073,0.026206730559067415
2015-02-19,0.4144514126381426,0.2873359102028206,0.3254705609334172,0.23187793275946644
2015-02-21,-0.4023391866677531,0.6218265609441535,0.31457683666058145,0.22825379125806933
2015-02-23,0.918912923351551,-1.1991908700501661,-0.563759732029651,-0.06395261410528608
2015-02-24,1.1233703347378363,1.7514748945657037,1.5630435266173435,0.6435956735073234
2015-02-25,0.9466616933480595,-0.9900330518159461,-0.40902462826674446,-0.012475093908776103
2015-02-26,1.2138755037130522,-2.108077192602433,-1.1114913837077873,-0.24617285034031844
2015-02-27,-0.9686958347916483,0.1793869980758437,-0.16503785178440392,0.06869481459043492
2015-02-28,-0.7840508594157155,2.106699557478012,1.2394744324098936,0.5359501930896899
2015-03-01,0.2502826009030219,-1.1129790279271292,-0.7040005392780838,-0.11060814870568159
2015-03-02,-0.4717530781629963,0.42789219876588586,0.1579986156872212,0.17616309989924162
2015-03-03,1.1253640477018565,-0.833211398239829,-0.2456387644573233,0.04188037488621066
2015-03-04,0.8317463835220528,-0.9349199608339204,-0.4049200575271284,-0.011109578792889208
2015-03-05,1.2305458626727481,-2.254477554676148,-1.2089705294714792,-0.2786023674489755
2015-03-06,0.5635601778434213,0.07176428553992602,0.2193030532309746,0.19655795759507355
2015-03-07,-0.8991671490621699,0.2396969494577675,-0.1019622800982137,0.08967889600713441
2015-03-09,0.9157547622395946,0.2838166436066096,0.473398079196505,0.2810906945945295
2015-03-10,-0.702914441344955,-0.7825659429885488,-0.7586704924954706,-0.12879583561351138
2015-03-11,0.8312886873412086,-0.6748530123899569,-0.22301050247060722,0.04940838104063783
2015-03-12,1.061290003242097,-1.2855096455264865,-0.5814697508959115,-0.06984441132322972
2015-03-13,0.9158100205668598,0.09843834505938016,0.34364984771162405,0.23792584677203088
2015-03-14,0.7166538090321826,-1.3817457467082308,-0.7522258799861068,-0.1266518316832992
2015-03-15,0.8552407088256844,1.6191160613944309,1.3899534556238067,0.5860117936461777
2015-03-16,0.2854674190831919,0.3028937625645615,0.2976658595201506,0.22262782051116536
2015-03-17,1.0108296362440319,-1.2294114230405018,-0.5573391052551417,-0.061816589787459186
2015-03-18,-0.5210602728751662,0.6981859089843045,0.33241205442646327,0.2341872398448821
2015-03-19,0.8134789925573013,0.27464695598891886,0.43629656695943353,0.26874770454857755
2015-03-20,-2.2551930719330398,0.715047769622338,-0.1760244828442754,0.06503976471149664
2015-03-21,1.546621800576478,0.29615296502426697,0.6712936156899303,0.3469268961344776
2015-03-22,1.2652368540660721,-0.7437821174414534,-0.14107642598919573,0.07666633979909099
2015-03-23,0.6107257849621555,-0.828833149176707,-0.39696546893504825,-0.008463233620101707
2015-03-24,0.8995152467048816,0.14509536616981225,0.37142133033033303,0.24716490773897304
2015-03-25,0.800865146977633,-0.07585699234260926,0.18715964945346342,0.18586443894996507
2015-03-26,0.720501840024326,-0.7494080708074473,-0.3084350975579153,0.020989191005882812
2015-03-27,-0.930565115505577,0.8059050924759408,0.28496403008148535,0.21840215571009103
2015-03-28,-1.1467347673090695,1.2915697192323161,0.5600783732699004,0.3099276325633029
2015-03-29,0.8674683058198641,-0.30869880913277387,0.044151325353017495,0.13828820244561135
2015-03-30,-0.5861095151059105,-0.0743383992607797,-0.22786973401431893,0.04779180416927575
