,post_date,sent_twitter_mean,sent_finbert_mean,tw_z,fb_z,ensemble,sent_ensemble_scaled,sent_ensemble_z,sent_ensemble
0,2013-01-01,0.1954755357333592,-0.6954752483538219,2.5340163125330673,-1.391286856326137,1.3564253618753057,0.42423147819460283,1.7489556787612264,0.5081556121688642
1,2013-01-02,0.07554593502676912,-0.6735174256776061,1.2047747177123045,-1.0395485263791233,0.5314777444848762,0.07762678272511536,0.755910068894019,0.15497594170378504
2,2013-01-03,-0.09421908976258458,-0.6788171992914097,-0.6768185750717266,-1.1244446268488535,-0.8111063906048646,-0.4864647492402493,-0.766343785427152,-0.3864182392797456
3,2013-01-04,0.1229896129667759,-0.7340353553493818,1.7306174601010222,-2.0089741305697526,0.6087399828997897,0.11008878886049156,0.9826991419668674,0.23563416051778296
4,2013-01-05,-0.009538374436290367,-0.6551651883384456,0.2617414503741111,-0.7455674059532064,-0.04045120652408413,-0.1626712140394776,0.06027967910864762,-0.09242710744996452
5,2013-01-06,-0.0020218404630819955,-0.6867520667612552,0.34505107157860265,-1.251551811989641,-0.13392979349187042,-0.20194657708783625,0.025730494864953934,-0.1047146291758363
6,2013-01-07,0.1425000644587683,-0.6792061528858712,1.9468618526787762,-1.130675203065818,1.023600735955398,0.284394019815571,1.3313544415298573,0.35963447085803657
7,2013-01-08,-0.0003637599293142557,-0.6023402863647789,0.3634284329644609,0.10062499999778272,0.2845874030744574,-0.026105078298511275,0.3108677463711253,-0.0033047044718397256
8,2013-01-09,-0.1184397276352953,-0.5735846647509822,-0.9452683916625783,0.5612560230354545,-0.4933110672531683,-0.3529419061530975,-0.6439635087229717,-0.3428933242422708
9,2013-01-10,0.020682155185348387,-0.6970646573783277,0.5966911604867361,-1.4167473076707928,-0.007340379960522614,-0.14875958169352388,0.19400346685523034,-0.0448678384492226
10,2013-01-11,-0.028552544489502906,-0.7238162563605742,0.05099760084225314,-1.8452762601165125,-0.5178845574453765,-0.3632665460516109,-0.3282571713495,-0.23061141182113853
11,2013-01-12,0.040346393742683256,-0.6509680212898687,0.8146400543952226,-0.678333757610916,0.366747910793381,0.008414953224966881,0.5160452919939948,0.06966730933083842
12,2013-01-13,0.005949323464717183,-0.7579892052038174,0.43339959095613184,-2.3926864534098025,-0.41442622235364845,-0.31979815609288553,-0.13181761791705499,-0.16074709133251996
13,2013-01-14,-0.007030718613948141,-0.7228740129087653,0.28953509268520894,-1.8301826352599018,-0.3463802256983242,-0.29120838693488316,-0.1344084529038132,-0.161668529620712
14,2013-01-15,-0.16324247563114533,-0.6527615771270715,-1.4418403459381166,-0.7070643992663725,-1.2214075619365934,-0.6588542556068117,-1.2948851566037678,-0.5743955743029376
15,2013-01-16,-0.06668121881114367,-0.7083837596747355,-0.37160215405640773,-1.598065929145518,-0.7395412865831408,-0.45639641452081925,-0.6168949090742297,-0.33326629502135496
16,2013-01-17,0.09446883617230684,-0.7275405502146925,1.4145069868863487,-1.904935039577303,0.4186743789472531,0.03023204476129049,0.7506185815936184,0.15309400826341113
17,2013-01-18,-0.03826199003522939,-0.6551369669487571,-0.056617189884867455,-0.7451153326932939,-0.2631666327273954,-0.2562458978718227,-0.19431681844655277,-0.18297512076843947
18,2013-01-19,0.046529632251141435,-0.6905247053857577,0.8831720745780302,-1.3119850174510121,0.22462494696931745,-0.05129851894831716,0.44414065617222176,0.044094208425794035
19,2013-01-20,0.04146306092540423,-0.7197227279345194,0.8270166524835914,-1.7797027798401297,0.04500082278647499,-0.1267682379327918,0.3056727660188472,-0.005152314924631973
20,2013-01-21,0.283054968342185,-0.7523453951529835,3.504704316066596,-2.302279296421111,1.7626092323202835,0.5948910858501137,2.3433075935690546,0.7195386658034169
21,2013-01-22,0.06356555851530438,-0.7172282449593229,1.071990028304283,-1.7397441150528756,0.22846978529713535,-0.04968309635705226,0.5096431996328512,0.06739038584622814
22,2013-01-23,-0.10797124060491721,-0.6333241367340088,-0.8292407528341633,-0.3956996103656012,-0.6991784100935946,-0.4394378074298788,-0.7425325243404509,-0.37794969235662534
23,2013-01-24,-0.011964315176010131,-0.7128880803783735,0.23485349845225859,-1.6702198154941623,-0.3366684957316677,-0.2871279688130356,-0.1461611643370256,-0.16584841693888674
